 G,G -> u,U
x-axis: "Mass{p3+p4}"  from 20.000000 to 320.000000 N_bins= 300
1.005000E+02 -1.121844E+03 +/-  5.476467E+00
1.015000E+02 -1.955761E+03 +/-  5.617721E+00
1.025000E+02 -2.417080E+03 +/-  4.227168E+00
1.035000E+02 -2.719115E+03 +/-  4.515736E+00
1.045000E+02 -2.936657E+03 +/-  4.574759E+00
1.055000E+02 -3.090286E+03 +/-  4.584031E+00
1.065000E+02 -3.195088E+03 +/-  4.605351E+00
1.075000E+02 -3.268089E+03 +/-  4.581711E+00
1.085000E+02 -3.317889E+03 +/-  4.570682E+00
1.095000E+02 -3.341188E+03 +/-  4.509172E+00
1.105000E+02 -3.350673E+03 +/-  4.486675E+00
1.115000E+02 -3.343445E+03 +/-  4.450506E+00
1.125000E+02 -3.326368E+03 +/-  4.416070E+00
1.135000E+02 -3.298339E+03 +/-  4.367453E+00
1.145000E+02 -3.262316E+03 +/-  4.321324E+00
1.155000E+02 -3.225426E+03 +/-  4.274968E+00
1.165000E+02 -3.177191E+03 +/-  4.221166E+00
1.175000E+02 -3.129178E+03 +/-  4.180099E+00
1.185000E+02 -3.077730E+03 +/-  4.136247E+00
1.195000E+02 -3.020243E+03 +/-  4.060555E+00
1.205000E+02 -2.963498E+03 +/-  4.009896E+00
1.215000E+02 -2.905704E+03 +/-  3.977403E+00
1.225000E+02 -2.844035E+03 +/-  3.941925E+00
1.235000E+02 -2.785012E+03 +/-  3.880886E+00
1.245000E+02 -2.723797E+03 +/-  3.825840E+00
1.255000E+02 -2.664658E+03 +/-  3.776429E+00
1.265000E+02 -2.602450E+03 +/-  3.719494E+00
1.275000E+02 -2.543377E+03 +/-  3.655984E+00
1.285000E+02 -2.485147E+03 +/-  3.595217E+00
1.295000E+02 -2.422237E+03 +/-  3.566925E+00
1.305000E+02 -2.367267E+03 +/-  3.527909E+00
1.315000E+02 -2.309257E+03 +/-  3.491646E+00
1.325000E+02 -2.250749E+03 +/-  3.432559E+00
1.335000E+02 -2.195048E+03 +/-  3.375340E+00
1.345000E+02 -2.142171E+03 +/-  3.343041E+00
1.355000E+02 -2.087849E+03 +/-  3.299719E+00
1.365000E+02 -2.037336E+03 +/-  3.275976E+00
1.375000E+02 -1.982670E+03 +/-  3.225677E+00
1.385000E+02 -1.934612E+03 +/-  3.187397E+00
1.395000E+02 -1.883209E+03 +/-  3.127884E+00
1.405000E+02 -1.838728E+03 +/-  3.086865E+00
1.415000E+02 -1.789541E+03 +/-  3.036824E+00
1.425000E+02 -1.742480E+03 +/-  2.981082E+00
1.435000E+02 -1.700153E+03 +/-  2.963292E+00
1.445000E+02 -1.654233E+03 +/-  2.900540E+00
1.455000E+02 -1.612870E+03 +/-  2.895522E+00
1.465000E+02 -1.572481E+03 +/-  2.862067E+00
1.475000E+02 -1.529681E+03 +/-  2.811685E+00
1.485000E+02 -1.490888E+03 +/-  2.798286E+00
1.495000E+02 -1.454760E+03 +/-  2.737060E+00
1.505000E+02 -1.412846E+03 +/-  2.696648E+00
1.515000E+02 -1.381416E+03 +/-  2.692164E+00
1.525000E+02 -1.344335E+03 +/-  2.626432E+00
1.535000E+02 -1.312182E+03 +/-  2.602677E+00
1.545000E+02 -1.275148E+03 +/-  2.586165E+00
1.555000E+02 -1.243090E+03 +/-  2.531288E+00
1.565000E+02 -1.214865E+03 +/-  2.494567E+00
1.575000E+02 -1.180897E+03 +/-  2.486506E+00
1.585000E+02 -1.152781E+03 +/-  2.460714E+00
1.595000E+02 -1.122913E+03 +/-  2.394616E+00
1.605000E+02 -1.093920E+03 +/-  2.374594E+00
1.615000E+02 -1.067300E+03 +/-  2.391790E+00
1.625000E+02 -1.039609E+03 +/-  2.331255E+00
1.635000E+02 -1.015075E+03 +/-  2.278219E+00
1.645000E+02 -9.883652E+02 +/-  2.277213E+00
1.655000E+02 -9.638216E+02 +/-  2.306389E+00
1.665000E+02 -9.400948E+02 +/-  2.249497E+00
1.675000E+02 -9.173823E+02 +/-  2.189978E+00
1.685000E+02 -8.944901E+02 +/-  2.167048E+00
1.695000E+02 -8.724080E+02 +/-  2.181964E+00
1.705000E+02 -8.500296E+02 +/-  2.158683E+00
1.715000E+02 -8.302661E+02 +/-  2.101750E+00
1.725000E+02 -8.104127E+02 +/-  2.049866E+00
1.735000E+02 -7.900565E+02 +/-  2.049227E+00
1.745000E+02 -7.674712E+02 +/-  2.065435E+00
1.755000E+02 -7.540206E+02 +/-  2.063736E+00
1.765000E+02 -7.336328E+02 +/-  2.005965E+00
1.775000E+02 -7.153883E+02 +/-  1.953633E+00
1.785000E+02 -6.985571E+02 +/-  1.920610E+00
1.795000E+02 -6.828426E+02 +/-  1.923963E+00
1.805000E+02 -6.656843E+02 +/-  1.937555E+00
1.815000E+02 -6.494327E+02 +/-  1.909341E+00
1.825000E+02 -6.358074E+02 +/-  1.863629E+00
1.835000E+02 -6.210674E+02 +/-  1.812623E+00
1.845000E+02 -6.052620E+02 +/-  1.776885E+00
1.855000E+02 -5.901310E+02 +/-  1.787640E+00
1.865000E+02 -5.771472E+02 +/-  1.796581E+00
1.875000E+02 -5.641485E+02 +/-  1.806650E+00
1.885000E+02 -5.492510E+02 +/-  1.765603E+00
1.895000E+02 -5.381664E+02 +/-  1.730787E+00
1.905000E+02 -5.263595E+02 +/-  1.692391E+00
1.915000E+02 -5.146720E+02 +/-  1.655051E+00
1.925000E+02 -5.014792E+02 +/-  1.653410E+00
1.935000E+02 -4.896262E+02 +/-  1.656285E+00
1.945000E+02 -4.781600E+02 +/-  1.648190E+00
1.955000E+02 -4.706939E+02 +/-  1.658637E+00
1.965000E+02 -4.561999E+02 +/-  1.614285E+00
1.975000E+02 -4.486656E+02 +/-  1.581300E+00
1.985000E+02 -4.368234E+02 +/-  1.539923E+00
1.995000E+02 -4.260709E+02 +/-  1.505290E+00
2.005000E+02 -4.181338E+02 +/-  1.474068E+00
2.015000E+02 -4.081834E+02 +/-  1.505511E+00
2.025000E+02 -3.992396E+02 +/-  1.510680E+00
2.035000E+02 -3.907600E+02 +/-  1.509631E+00
2.045000E+02 -3.814802E+02 +/-  1.509591E+00
2.055000E+02 -3.752127E+02 +/-  1.483671E+00
2.065000E+02 -3.652144E+02 +/-  1.440711E+00
2.075000E+02 -3.576917E+02 +/-  1.412836E+00
2.085000E+02 -3.508528E+02 +/-  1.387022E+00
2.095000E+02 -3.426608E+02 +/-  1.353671E+00
2.105000E+02 -3.347274E+02 +/-  1.317338E+00
2.115000E+02 -3.262963E+02 +/-  1.325304E+00
2.125000E+02 -3.216745E+02 +/-  1.362877E+00
2.135000E+02 -3.135181E+02 +/-  1.361670E+00
2.145000E+02 -3.080056E+02 +/-  1.361631E+00
2.155000E+02 -2.998167E+02 +/-  1.356047E+00
2.165000E+02 -2.950002E+02 +/-  1.343963E+00
2.175000E+02 -2.882816E+02 +/-  1.318285E+00
2.185000E+02 -2.825513E+02 +/-  1.281268E+00
2.195000E+02 -2.754350E+02 +/-  1.248801E+00
2.205000E+02 -2.700462E+02 +/-  1.226920E+00
2.215000E+02 -2.656355E+02 +/-  1.200391E+00
2.225000E+02 -2.578874E+02 +/-  1.166966E+00
2.235000E+02 -2.543076E+02 +/-  1.147923E+00
2.245000E+02 -2.471270E+02 +/-  1.116659E+00
2.255000E+02 -2.462541E+02 +/-  1.173455E+00
2.265000E+02 -2.391664E+02 +/-  1.180173E+00
2.275000E+02 -2.337321E+02 +/-  1.183304E+00
2.285000E+02 -2.307574E+02 +/-  1.188766E+00
2.295000E+02 -2.236046E+02 +/-  1.180618E+00
2.305000E+02 -2.195003E+02 +/-  1.155445E+00
2.315000E+02 -2.140836E+02 +/-  1.126860E+00
2.325000E+02 -2.111260E+02 +/-  1.109513E+00
2.335000E+02 -2.065739E+02 +/-  1.084984E+00
2.345000E+02 -2.036716E+02 +/-  1.070197E+00
2.355000E+02 -1.993802E+02 +/-  1.038323E+00
2.365000E+02 -1.948046E+02 +/-  1.016849E+00
2.375000E+02 -1.907261E+02 +/-  9.963503E-01
2.385000E+02 -1.873678E+02 +/-  9.803085E-01
2.395000E+02 -1.847503E+02 +/-  9.575426E-01
2.405000E+02 -1.807011E+02 +/-  9.443321E-01
2.415000E+02 -1.762029E+02 +/-  9.127427E-01
2.425000E+02 -1.722983E+02 +/-  9.467257E-01
2.435000E+02 -1.705488E+02 +/-  1.018293E+00
2.445000E+02 -1.663864E+02 +/-  1.045282E+00
2.455000E+02 -1.646396E+02 +/-  1.085003E+00
2.465000E+02 -1.597664E+02 +/-  1.078716E+00
2.475000E+02 -1.581623E+02 +/-  1.096005E+00
2.485000E+02 -1.545264E+02 +/-  1.060653E+00
2.495000E+02 -1.499483E+02 +/-  1.029385E+00
2.505000E+02 -1.471499E+02 +/-  1.010909E+00
2.515000E+02 -1.459169E+02 +/-  1.003287E+00
2.525000E+02 -1.434481E+02 +/-  9.831760E-01
2.535000E+02 -1.395047E+02 +/-  9.548380E-01
2.545000E+02 -1.384416E+02 +/-  9.436794E-01
2.555000E+02 -1.343235E+02 +/-  9.153497E-01
2.565000E+02 -1.336965E+02 +/-  9.067327E-01
2.575000E+02 -1.289492E+02 +/-  8.752269E-01
2.585000E+02 -1.282999E+02 +/-  8.694471E-01
2.595000E+02 -1.244112E+02 +/-  8.441296E-01
2.605000E+02 -1.236309E+02 +/-  8.357232E-01
2.615000E+02 -1.196615E+02 +/-  8.147728E-01
2.625000E+02 -1.180252E+02 +/-  7.974636E-01
2.635000E+02 -1.151755E+02 +/-  7.802821E-01
2.645000E+02 -1.160131E+02 +/-  7.769974E-01
2.655000E+02 -1.127317E+02 +/-  7.571859E-01
2.665000E+02 -1.109765E+02 +/-  7.470095E-01
2.675000E+02 -1.089104E+02 +/-  7.275464E-01
2.685000E+02 -1.061931E+02 +/-  7.093857E-01
2.695000E+02 -1.045769E+02 +/-  6.958220E-01
2.705000E+02 -1.028207E+02 +/-  6.906545E-01
2.715000E+02 -1.004583E+02 +/-  6.943370E-01
2.725000E+02 -9.846462E+01 +/-  7.661567E-01
2.735000E+02 -9.855789E+01 +/-  8.266065E-01
2.745000E+02 -9.547084E+01 +/-  8.276778E-01
2.755000E+02 -9.253355E+01 +/-  8.418686E-01
2.765000E+02 -9.147424E+01 +/-  8.281898E-01
2.775000E+02 -9.000814E+01 +/-  8.100700E-01
2.785000E+02 -9.046564E+01 +/-  8.153950E-01
2.795000E+02 -8.800327E+01 +/-  7.923225E-01
2.805000E+02 -8.628694E+01 +/-  7.821288E-01
2.815000E+02 -8.460758E+01 +/-  7.667003E-01
2.825000E+02 -8.403852E+01 +/-  7.561986E-01
2.835000E+02 -8.189597E+01 +/-  7.311041E-01
2.845000E+02 -8.012081E+01 +/-  7.181203E-01
2.855000E+02 -7.892724E+01 +/-  7.004217E-01
2.865000E+02 -7.923962E+01 +/-  7.054406E-01
2.875000E+02 -7.527871E+01 +/-  6.706470E-01
2.885000E+02 -7.356952E+01 +/-  6.537335E-01
2.895000E+02 -7.264287E+01 +/-  6.461479E-01
2.905000E+02 -7.241898E+01 +/-  6.414523E-01
2.915000E+02 -7.044944E+01 +/-  6.263615E-01
2.925000E+02 -7.008572E+01 +/-  6.141329E-01
2.935000E+02 -6.884656E+01 +/-  6.082753E-01
2.945000E+02 -6.717529E+01 +/-  5.946115E-01
2.955000E+02 -6.601512E+01 +/-  5.885374E-01
2.965000E+02 -6.415905E+01 +/-  5.669899E-01
2.975000E+02 -6.501818E+01 +/-  5.735997E-01
2.985000E+02 -6.458953E+01 +/-  5.685435E-01
2.995000E+02 -6.132510E+01 +/-  5.338835E-01
3.005000E+02 -6.110678E+01 +/-  5.356622E-01
3.015000E+02 -6.155125E+01 +/-  5.381734E-01
3.025000E+02 -5.990742E+01 +/-  5.204888E-01
3.035000E+02 -5.895805E+01 +/-  5.134287E-01
3.045000E+02 -5.763465E+01 +/-  5.026364E-01
3.055000E+02 -5.721302E+01 +/-  4.957477E-01
3.065000E+02 -5.552401E+01 +/-  4.798817E-01
3.075000E+02 -5.462412E+01 +/-  4.735163E-01
3.085000E+02 -5.396928E+01 +/-  4.656589E-01
3.095000E+02 -5.331675E+01 +/-  4.597973E-01
3.105000E+02 -5.283709E+01 +/-  4.549855E-01
3.115000E+02 -5.105282E+01 +/-  4.425202E-01
3.125000E+02 -5.041184E+01 +/-  4.338177E-01
3.135000E+02 -4.914261E+01 +/-  4.211401E-01
3.145000E+02 -4.889341E+01 +/-  4.194486E-01
3.155000E+02 -4.924858E+01 +/-  4.204143E-01
3.165000E+02 -4.705690E+01 +/-  4.043930E-01
3.175000E+02 -4.704545E+01 +/-  4.027159E-01
3.185000E+02 -4.625710E+01 +/-  3.956761E-01
3.195000E+02 -4.504416E+01 +/-  3.870654E-01
